source,frame,true_label,predicted_label,correct
Pratham,data/gesture_dataset/Pratham/BARK/003.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/004.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/005.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/006.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/007.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/008.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/009.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/010.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/011.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/012.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/013.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/014.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/015.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/016.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/017.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/018.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/019.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/020.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/021.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/022.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/023.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/024.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/025.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/026.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/027.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/028.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/029.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/BARK/030.jpg,BARK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/SIT/001.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/002.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/003.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/004.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/005.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/006.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/007.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/008.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/009.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/010.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/011.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/012.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/013.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/014.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/015.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/016.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/017.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/018.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/019.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/020.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/021.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/022.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/023.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/024.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/025.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/026.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/027.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/028.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/029.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/SIT/030.jpg,SIT,SIT,True
Pratham,data/gesture_dataset/Pratham/STAND/001.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/002.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/003.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/004.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/005.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/006.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/007.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/008.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/009.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/010.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/011.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/012.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/013.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/014.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/015.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/016.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/017.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/018.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/019.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/020.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/021.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/022.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/023.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/024.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/025.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/026.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/027.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/028.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/029.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STAND/030.jpg,STAND,STAND,True
Pratham,data/gesture_dataset/Pratham/STOP/001.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/002.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/003.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/004.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/005.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/006.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/007.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/008.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/009.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/010.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/011.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/012.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/013.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/014.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/015.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/016.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/017.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/018.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/019.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/020.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/021.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/022.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/023.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/024.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/025.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/026.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/027.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/028.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/029.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/STOP/030.jpg,STOP,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/001.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/002.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/003.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/004.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/005.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/006.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/007.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/008.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/009.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/010.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/011.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/012.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/013.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/014.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/015.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/016.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/017.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/018.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/019.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/020.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/021.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/022.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/023.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/024.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/025.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/026.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/027.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/028.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/029.jpg,WALK,NO_GESTURE,False
Pratham,data/gesture_dataset/Pratham/WALK/030.jpg,WALK,NO_GESTURE,False
Shubham,data/gesture_dataset/Shubham/BARK/001.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/002.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/003.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/004.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/005.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/006.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/007.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/008.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/009.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/010.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/011.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/012.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/013.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/014.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/015.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/016.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/017.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/018.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/019.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/020.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/021.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/022.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/023.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/024.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/025.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/026.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/027.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/028.jpg,BARK,BARK,True
Shubham,data/gesture_dataset/Shubham/BARK/029.jpg,BARK,BARK,True
